7200,1
7291,1
7296,1
7381,1
7387,1
7406,1
7463,1
7569,1
7591,1
7602,1
9864,1
9874,1
9954,1
9958,2
9961,1
9962,1
9966,1
9972,1
9975,1
9983,1
9989,1
9999,1
10002,2
10008,1
10027,1
10035,1
10036,1
10040,1
10065,1
10068,2
10084,1
10089,1
10091,1
10092,1
10094,3
10096,1
10097,1
10098,1
10099,2
10102,1
10104,2
10105,1
10106,2
10108,1
10109,2
10110,1
10112,1
10114,1
10117,2
10121,1
10126,1
10130,1
10132,1
10135,1
10137,1
10139,1
10141,1
10143,1
10144,1
10146,1
10150,1
10157,1
10160,1
10163,1
10164,1
10167,1
10168,1
10169,1
10170,2
10174,2
10178,1
10179,2
10180,1
10185,1
10186,2
10190,1
10191,1
10192,1
10197,1
10201,1
10203,1
10204,1
10205,1
10206,2
10207,1
10208,1
10209,1
10211,1
10213,2
10214,1
10215,1
10219,1
10221,3
10222,1
10225,2
10226,2
10229,1
10231,2
10232,1
10233,1
10234,1
10235,1
10236,4
10238,2
10239,1
10242,1
10243,1
10244,1
10245,1
10247,1
10249,3
10250,3
10251,2
10253,2
10254,1
10255,1
10258,1
10259,1
10263,1
10265,1
10266,3
10267,2
10268,1
10269,2
10270,1
10271,1
10272,1
10273,4
10274,1
10275,1
10277,5
10278,2
10279,1
10280,2
10281,1
10282,1
10283,3
10286,2
10287,2
10288,3
10289,1
10291,1
10293,1
10296,4
10297,3
10298,1
10299,1
10301,2
10302,2
10304,3
10305,5
10306,1
10308,1
10309,2
10310,2
10311,1
10312,2
10313,1
10315,1
10316,2
10317,2
10319,3
10320,4
10322,1
10323,2
10326,2
10327,1
10328,1
10329,1
10330,2
10332,1
10333,3
10334,5
10336,4
10337,1
10338,1
10339,1
10340,2
10342,1
10344,1
10345,1
10346,2
10347,1
10348,2
10349,4
10350,7
10352,3
10353,1
10354,5
10355,1
10356,2
10357,3
10358,1
10359,2
10360,5
10361,2
10362,1
10363,1
10364,1
10365,1
10366,2
10368,1
10369,3
10371,2
10372,1
10373,2
10374,3
10375,1
10376,1
10377,2
10378,2
10380,1
10381,2
10382,1
10384,1
10386,2
10388,1
10389,3
10390,1
10391,1
10392,5
10393,1
10395,1
10396,2
10397,1
10399,1
10400,1
10402,1
10403,2
10405,2
10406,5
10407,1
10408,2
10409,2
10410,1
10411,3
10413,2
10416,2
10417,1
10418,1
10419,1
10420,1
