18752,2
18828,2
18864,2
18916,2
18933,2
18977,3
19010,2
19018,2
19042,2
19070,2
19097,2
19109,2
19152,2
19171,2
19178,2
19199,2
19217,2
19219,2
19227,2
19232,2
19235,2
19238,2
19239,2
19246,2
19249,2
19254,3
19257,2
19261,2
19265,3
19269,2
19328,2
19329,2
19345,2
19399,2
19400,2
19404,2
19406,2
19411,2
19420,3
19422,2
19425,2
19431,2
19434,2
19438,2
19442,3
19453,2
19456,2
19458,2
19474,2
19475,2
19479,2
19481,2
19489,2
19502,2
19504,3
19525,3
19526,2
19547,2
19552,2
19573,2
19586,2
19591,3
19600,2
19605,2
19607,2
19612,2
19616,2
19629,2
19630,5
19631,2
19635,2
19640,2
19649,2
19650,2
19652,2
19661,3
19671,2
19676,2
19690,2
19694,3
19696,2
19704,2
19710,2
19721,2
19722,2
19724,2
19725,2
19731,2
19734,4
19736,2
19737,4
19739,3
19744,2
19748,3
19749,2
19751,2
19766,2
19774,5
19775,2
19786,2
19789,2
19791,2
19794,2
19795,3
19797,4
19803,2
19809,2
19811,4
19812,3
19813,2
19815,3
19817,2
19819,2
19821,2
19823,2
19824,2
19827,3
19828,2
19829,3
19830,3
19832,3
19833,2
19834,3
19835,2
19838,3
19843,2
19844,2
19846,2
19847,2
19860,2
19861,2
19869,2
19880,2
19885,3
19889,2
19891,3
19895,2
19902,3
19903,2
19905,2
19914,2
19917,3
19918,2
19925,2
19929,3
19931,3
19936,3
19938,2
19939,2
19940,2
19948,2
19959,2
19962,2
19963,2
19964,3
19975,3
19981,2
19985,3
19994,3
19995,3
20002,2
20007,2
20008,2
20009,2
20019,2
20020,2
20022,2
20023,2
20025,2
20026,2
20027,2
20029,2
20032,2
20033,3
20038,2
20040,2
20042,4
20044,2
20051,2
20062,3
20065,2
20068,2
20069,2
20070,3
20071,3
20073,2
20075,2
20080,3
20082,2
20084,2
20089,3
20093,2
20094,2
20096,2
20097,2
20099,3
20101,2
20102,5
20104,4
20105,2
20109,2
20112,4
20121,2
20128,2
20131,2
20137,2
20138,4
20140,2
20141,2
20144,2
20145,2
20148,2
20157,2
20158,2
20160,2
20164,2
20167,3
20169,3
20170,3
20171,2
20176,3
20177,2
20178,2
20180,2
20185,2
20187,2
20192,2
20196,3
20201,2
20203,2
20205,3
20207,2
20210,3
20213,5
20217,2
20222,2
20224,2
20229,3
20230,2
20233,3
20236,3
20245,2
20246,2
20249,2
20255,2
20257,3
20259,2
20261,2
20262,2
20267,3
20268,2
20269,3
20270,3
20272,3
20275,2
20277,4
20289,3
20292,3
20294,2
20303,2
20305,4
20307,2
20310,2
20311,2
20313,3
20315,2
20317,2
20318,3
20319,3
20321,3
20324,3
20328,3
20330,3
20331,2
20334,3
20337,4
20339,3
20340,2
20341,2
20345,2
20350,2
20351,2
20355,2
20356,3
20357,3
20358,2
20359,2
20360,2
20362,3
20369,3
20374,3
20378,2
20380,3
20381,4
20387,2
20389,2
20390,2
20394,2
20398,3
20399,2
20400,6
20402,3
20403,5
20405,3
20406,4
20409,3
20411,3
20413,3
20419,4
20429,3
20439,2
20440,3
20443,3
20445,2
20447,3
20448,2
20449,4
20451,2
20454,3
20457,2
20459,2
20460,2
20461,2
20462,3
20466,2
20468,2
20473,4
20477,3
20478,2
20479,2
20481,2
20484,3
20486,2
20494,4
20495,2
20496,3
20497,4
20498,2
20499,3
20500,5
20501,5
20503,4
20504,4
20505,2
20508,3
20509,2
20512,2
20513,2
20514,2
20516,2
20518,2
20521,2
20523,3
20525,2
20526,3
20528,2
20529,6
20531,2
20533,2
20536,2
20537,2
20538,3
20539,3
20540,2
20541,2
20544,2
20546,2
20547,2
20549,3
20552,2
20553,4
20556,2
20560,3
20566,2
20567,2
20568,2
20569,2
20570,2
20573,2
20576,4
20577,2
20582,4
20584,2
20585,2
20587,2
20588,2
20589,3
20598,2
20600,3
20602,3
20603,5
20608,5
20609,4
20611,3
20612,2
20613,2
20614,2
20618,2
20619,2
20621,2
20624,3
20625,3
20626,2
20629,2
20633,2
20634,4
20635,4
20636,4
20641,2
20644,3
20645,2
20647,5
20649,3
20650,2
20653,2
20656,2
20657,3
20659,2
20660,3
20661,2
20662,3
20665,4
20669,3
20670,3
20671,2
20673,2
20675,2
20676,2
20678,5
20679,3
20680,2
20681,2
20684,3
20685,2
20686,2
20687,4
20688,3
20698,2
20699,2
20702,2
20703,2
20704,2
20705,2
20710,2
20712,2
20715,2
20716,3
20719,2
20726,2
20727,2
20732,5
20733,5
20736,2
20739,2
20742,3
20748,5
20753,3
20764,2
20765,2
20768,2
20771,2
20773,2
20775,3
20779,3
20783,3
20784,2
20786,2
20796,2
20797,2
20798,3
20801,3
20802,2
20804,3
20806,2
20807,4
20808,6
20809,5
20810,2
20811,2
20814,3
20816,4
20818,2
20819,5
20823,3
20833,4
20835,4
20836,3
20837,2
20843,2
20846,2
20847,2
20852,2
20854,2
20856,2
20857,2
20859,3
20861,2
20862,2
20865,4
20866,2
20867,2
20870,2
20871,2
20872,5
20876,4
20878,3
20879,3
20881,4
20882,2
20883,2
20887,2
20888,3
20891,2
20893,2
20895,4
20900,3
20901,2
20902,4
20903,3
20904,2
20906,5
20907,3
20908,2
20909,5
20910,2
20914,3
20916,4
20920,3
20921,3
20922,2
20923,2
20925,2
20926,2
20928,2
20929,2
20935,5
20936,3
20938,3
20941,2
20943,2
20944,2
20946,2
20947,2
20948,2
20950,4
20951,3
20952,2
20953,3
20954,3
20955,2
20957,2
20958,2
20960,2
20961,2
20964,2
20969,2
20971,5
20972,2
20973,3
20974,3
20976,4
20981,4
20982,4
20983,2
20984,3
20985,3
20986,2
20987,2
20991,2
20992,2
20998,2
20999,4
21000,3
21002,2
21004,2
21005,2
21006,2
21007,3
21009,2
21011,3
21014,2
21015,2
21017,2
21018,2
21021,3
21024,2
21025,2
21026,4
21028,4
21031,2
21032,2
21033,2
21038,3
21039,2
21040,2
21041,3
21042,4
21043,4
21046,3
21047,2
21048,2
21055,3
21056,2
21067,2
21068,2
21069,2
21070,3
21072,3
21073,4
21074,2
21075,2
21076,2
21077,3
21078,3
21080,2
21081,3
21083,2
21084,5
21090,5
21091,2
21092,3
21094,2
21100,2
21108,2
21109,3
21111,2
21114,2
21117,5
21118,3
21119,3
21120,2
21121,3
21122,2
21123,2
21125,4
21130,2
21132,2
21133,2
21135,3
21136,3
21139,2
21141,3
21142,2
21143,2
21145,3
21147,3
21149,3
21153,6
21158,2
21163,4
21165,3
21168,3
21170,3
