13958,1
15160,1
15195,1
15208,1
15437,1
15548,1
15613,1
15616,1
15678,1
15712,1
15718,1
15775,1
15812,1
15864,1
15882,1
15891,1
15967,1
15968,1
15993,1
16012,1
16023,1
16045,1
16066,1
16114,1
16176,1
16185,1
16186,1
16189,1
16197,1
16215,1
16217,1
16226,1
16281,1
16288,1
16294,1
16311,2
16331,1
16396,1
16456,2
16497,1
16498,1
16504,1
16513,1
16521,1
16542,1
16546,1
16548,1
16549,1
16554,1
16590,1
16595,1
16627,1
16733,1
16812,1
16847,1
16926,1
16983,1
16998,1
17083,1
17105,1
17109,1
17163,1
17169,1
17317,1
17356,1
17367,1
17472,1
17473,1
17502,1
17708,1
18000,1
18060,1
18086,1
18277,1
18389,1
18436,1
18446,1
18448,1
18482,1
18494,1
18549,1
18550,1
18568,1
18581,1
18592,1
18595,1
18601,1
18618,1
18641,1
18653,1
18656,1
18665,1
18667,1
18704,1
18705,1
18720,2
18735,1
18751,2
18755,1
18758,1
18762,1
18766,1
18767,1
18771,1
18774,1
18781,1
18787,1
18800,1
18806,1
18811,1
18814,1
18816,1
18820,1
18824,1
18826,1
18832,1
18833,1
18836,1
18838,1
18839,1
18848,1
18851,1
18859,1
18860,1
18863,1
18864,1
18865,2
18868,1
18869,1
18873,1
18881,1
18884,2
18897,1
18898,1
18903,1
18907,1
18908,1
18912,1
18914,1
18915,1
18919,1
18931,1
18932,1
18937,1
18939,1
18940,1
18944,1
18947,1
18952,1
18963,1
18966,1
18972,1
18973,1
18974,1
18979,1
18986,1
18987,1
18993,1
18995,1
18999,1
19003,1
19008,1
19009,1
19012,1
19013,1
19018,1
19032,1
19035,1
19040,1
19051,1
19053,1
19054,1
19056,1
19059,1
19060,1
19065,1
19066,1
19070,1
19075,1
19076,1
19078,1
19080,1
19084,1
19085,1
19086,1
19092,1
19094,1
19096,1
19098,1
19100,1
19101,2
19102,1
19103,1
19104,1
19106,1
19109,1
19112,1
19113,1
19115,1
19122,2
19131,1
19134,1
19136,1
19144,2
19145,1
19146,1
19147,1
19151,1
19152,1
19154,1
19156,1
19159,2
19163,1
19164,2
19165,1
19166,2
19168,1
19170,1
19176,1
19177,1
19178,1
19180,1
19181,1
19185,1
19188,1
19190,1
19191,1
19195,2
19197,2
19198,1
19203,1
19204,1
19206,1
19208,1
19213,1
19214,1
19216,3
19219,2
19220,1
19224,1
19225,1
19226,2
19229,1
19235,4
19236,1
19238,1
19242,1
19244,1
19245,1
19246,1
19247,1
19250,1
19252,1
19254,1
19256,1
19259,1
19261,2
19266,1
19268,1
19269,1
19270,1
19271,1
19273,2
19275,1
19276,1
19284,1
19286,2
19287,1
19292,1
19293,1
19295,1
19296,1
19299,1
19300,1
19301,1
19302,1
19303,4
19309,1
19310,2
19312,1
19314,1
19315,2
19321,1
19323,1
19324,2
19325,1
19328,1
19329,2
19333,2
19334,1
19336,3
19337,2
19342,2
19343,1
19346,1
19347,1
19349,1
19351,1
19353,1
19357,1
19360,1
19361,1
19363,1
19369,1
19370,1
19374,1
19376,1
19377,1
19381,3
19385,1
19390,1
19392,1
19396,1
19399,2
19400,1
19401,1
19406,3
19407,1
19409,3
19413,1
19414,1
19415,1
19416,2
19418,1
19420,2
19421,1
19424,1
19427,2
19428,1
19430,1
19432,1
19433,1
19434,1
19436,2
19438,1
19441,1
19443,1
19445,1
19446,1
19447,1
19448,1
19449,1
19451,1
19452,1
19457,1
19458,1
19462,1
19464,2
19466,1
19468,2
19469,1
19470,1
19472,1
19473,1
19476,1
19478,1
19479,2
19481,2
19482,1
19489,1
19493,2
19497,1
19499,1
19500,3
19501,1
19503,1
19506,1
19507,1
19509,1
19510,1
19511,1
19512,1
19514,1
19515,1
19516,1
19517,1
19518,1
19519,1
19521,1
19523,1
19524,4
19529,2
19534,1
19535,1
19538,1
19539,1
19540,3
19542,3
19543,1
19544,1
19545,1
19547,2
19548,1
19549,1
19550,1
19552,1
19553,2
19556,1
19557,1
19559,2
19560,1
19563,1
19565,1
19567,1
19568,1
19570,2
19571,1
19572,1
19573,2
19576,1
19578,1
19579,3
19580,4
19586,3
19589,1
19591,1
19595,1
19596,1
19598,1
19600,3
19602,1
19603,2
19604,2
19605,1
19606,3
19607,1
19608,1
19610,1
19611,2
19612,2
19614,1
19617,1
19618,1
19621,3
19622,1
19626,1
19630,2
19633,1
19634,1
19635,1
19636,1
19637,1
19639,2
19640,1
19642,2
19646,1
19648,2
19650,1
19654,2
19657,1
19660,3
19661,1
19664,2
19666,1
19667,1
19668,1
19669,1
19670,1
19672,1
19674,2
19676,2
19677,2
19678,1
19680,1
19681,1
19682,1
19685,2
19686,1
19687,2
19693,3
19696,1
19699,3
19700,1
19702,1
19703,1
19704,1
19707,1
19710,2
19712,2
19714,2
19717,1
19718,3
19719,3
19720,1
19722,2
19723,1
19724,3
19730,1
19732,1
19733,1
19734,1
19735,1
19736,1
19737,5
19738,1
19740,2
19745,2
19746,1
19747,2
19748,1
19750,1
19751,1
19752,2
19754,1
19755,1
19758,2
19760,2
19762,1
19763,1
19764,1
19765,2
19767,1
19768,2
19769,1
19772,2
19773,1
19774,4
19775,4
19776,2
19777,1
19778,2
19779,1
19782,1
19783,1
19787,2
19788,1
19789,3
19792,2
19793,2
19794,1
19795,2
19799,1
19800,1
19801,1
19802,1
19803,3
19804,2
19806,2
19807,1
19815,3
19817,1
19822,1
19825,1
19826,1
19827,1
19828,1
19830,1
19831,2
19832,1
19833,1
19839,1
19840,1
19841,2
19847,1
19849,1
19853,2
19858,1
19859,3
19861,2
19862,1
19863,2
19864,1
19865,1
19869,1
19872,1
19875,3
19876,1
19877,2
19879,1
19880,2
19881,1
19883,1
19884,1
19885,1
19887,1
19890,1
19891,1
19892,1
19895,2
19896,1
19897,2
19899,3
19900,1
19901,2
19902,1
19903,1
19904,1
19905,1
19906,4
19907,1
19908,2
19910,2
19914,3
19917,2
19918,1
19920,1
19921,2
19922,1
19924,1
19926,2
19927,1
19928,2
19929,1
19934,1
19935,1
19937,3
19939,1
19940,1
19942,1
19944,1
19945,2
19947,2
19948,1
19954,1
19956,2
19957,4
19958,2
19959,2
19961,2
19964,2
19965,1
19966,1
19967,2
19969,1
19970,1
19971,1
19973,2
19977,1
19978,2
19980,2
19981,1
19984,1
19986,1
19987,1
19988,1
19989,2
19990,1
19991,1
19992,1
19994,2
19996,1
19998,1
19999,2
20001,2
20002,1
20003,3
20006,1
20007,1
20009,3
20011,1
20012,1
20013,1
20014,1
20016,4
20017,3
20018,2
20019,1
20021,1
20023,1
20026,3
20028,1
20029,1
20030,1
20031,1
20032,3
20033,1
20035,1
20037,2
20039,1
20041,1
20043,1
20044,1
20045,2
20046,3
20048,3
20050,2
20052,1
20053,1
20054,1
20055,2
20058,1
20059,1
20060,1
20063,1
20066,1
20067,2
20068,2
20070,5
20072,1
20073,2
20074,1
20075,3
20076,4
20077,1
20080,3
20082,2
20083,3
20084,1
20085,1
20086,1
20087,2
20088,1
20090,3
20092,1
20094,1
20096,1
20097,4
20098,1
20100,1
20103,1
20104,1
20105,4
20107,3
20108,4
20110,2
20111,1
20112,1
20113,2
20116,1
20119,2
20120,1
20121,2
20126,2
20127,1
20128,2
20131,2
20133,1
20135,2
20137,3
20138,2
20139,1
20141,1
20143,1
20144,1
20146,3
20148,3
20149,1
20150,3
20151,2
20152,1
20153,1
20154,1
20157,1
20158,1
20159,1
20160,3
20161,1
20163,2
20164,1
20165,1
20166,1
20168,2
20169,2
20170,1
20171,2
20172,2
20174,1
20175,2
20176,1
20177,1
20178,1
20179,1
20181,1
20182,1
20183,1
20184,5
20186,1
20188,3
20189,2
20191,1
20192,1
20193,3
20197,1
20198,2
20199,2
20200,1
20201,1
20202,2
20203,1
20204,2
20205,3
20206,2
20207,1
20208,2
20210,3
20211,2
20212,2
20213,1
